repository,commit_sha,commit_date,commit_title,commit_message,commit_author,additions,deletions,total_changes
ros-planning/navigation2,9b56556dfd9c50f4046d253317cd0949a4f34583,2023-05-03T20:20:24Z,Verify tb3 exists at launch time (#3556),"* Verify tb3 model exists before launching

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>

* Add missing tb3 dependency

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>

* Update nav2_bringup/launch/tb3_simulation_launch.py

---------

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",Ryanf55,3,0,3
ros-planning/navigation2,7b132fc95537d1a4511ccd83a35be4db2b8104df,2023-05-02T21:40:59Z,[nav2_planner] Fix costmap thread reset on cleanup (#3548),"* remove costmap thread reset on cleanup

* Init costmap thread in on_configure method

* Move costmap_thread init in on_configure method",BriceRenaudeau,5,4,9
ros-planning/navigation2,c407f885aab7454d72b0cf88f0b0a39ceeab905e,2023-05-02T21:40:19Z,Fix bt_navigator crashes when restarted (#3546),"* Update bt_navigator.cpp

* Clean uncrestify

* Use declare_parameter_if_not_declared",BriceRenaudeau,9,2,11
ros-planning/navigation2,1cdc277b84115ee97c94b60b2a14630d097c6975,2023-04-27T09:45:18Z,ignore warning (#3543),"* Split overlay setup into multiple steps
by skipping slower to build leaf packages during preparation,
then store cache and repeat setup without skipping packages

* Skip restore steps after already preping overlay
to avoid needlessly downloading the same overlay cache

* Revert resource_class to default medium
as the build resource usage seldom maxes out 4 cores
nor uses more than 2GB RAM

* Fix circleci config syntax
by setting skip default as empty string
to keep it an optional parameter

* Fix circleci config syntax
missing angle brackets

* ignore warning

* Revert ""Revert resource_class to default medium""

This reverts commit 44375a1c6ef6e730e47e30c7d910a15145d4ee2f.

* Fix nested defaults
to avoid dropping of cache after storing during test jobs
by ensuring restore_overlay_workspace still sets restore: true

---------

Co-authored-by: ruffsl <roxfoxpox@gmail.com>",jwallace42,26,4,30
ros-planning/navigation2,20e5fed54c68542e3e84bab539760501e661dfca,2023-04-26T11:01:42Z,Enable Visualizations for Dev Container (#3523),"* Add visualizer stage
to install demo dependencies

* Install foxglove

* Install gzweb

* Add hack for resolvable mesh URIs
located by the aws SDL model files
- https://github.com/aws-robotics/aws-robomaker-small-warehouse-world/pull/24

* Revert hack and use fork
that fixes issues with deploy.sh
- https://github.com/osrf/gzweb/pull/248

* Update target stage to visualizer

* Comment out gzclient and rviz for debugging

* Add hack for resolvable mesh URIs
as migrating the python3 scripts still hasn't resolved the issue

* Reorder stages for readability
by keeping sequential builder and tester stages adjacent
while keeping tester stage the default exported target

* fix typo

* Install gdb for launching ros launch files
using the ROS VS Code extension
- https://github.com/ms-iot/vscode-ros/issues/588

* Add vscode tasks file

* Add Start Gzweb task

* Add Start Foxglove tasks
for bridge and studio

* Add Start Foxglove compound task
using dependsOn

* Set default problemMatcher to empty
to avoid nagging the user to select one
as currently none really support our use case

* Source overlay before running foxglove_bridge
to ensure nav2 message types are defined
by inlining all args into command
and sourcing workspace setup

* Formatting

* Generalize and simplify hack

* Generalize gazebo model discovery

* Patch gzserver to run headless using xvfb
to avoid host/platform specific x11 quirks
exposed by vscode automatic x11 forwarding

This is needed to provide gazebo a virtual frame buffer
as it still need one after all these years.
This also avoids the need modifying launch files to call xvfb-run

- https://github.com/microsoft/vscode-remote-release/issues/8031
- https://github.com/gazebosim/gazebo-classic/issues/1602

* Set isBackground for start tasks

* Add stop tasks

* Add restart foxglove task

* Switch to shell for commanding pkill
to gracefully return 0 when process is not running
allowing sequence of dependsOn tasks to run
such as for the restart tasks

* Add icons to tasks
for readability

* Add restart gzweb task

* Add global start, stop, and restart tasks
for all background visualization tasks

* Formatting

* Hide tasks users need not run manually
to avoid cluttering up the run task quick pick

* Shorten label for background tasks
so they succinctly show from the running task list

* Show global start and stop visualizations tasks
as they may be too helpful to hide

* Revert ""Comment out gzclient and rviz for debugging""

This reverts commit 0addae2a1ee70c5771055c5dd8fa050af438b896.

* Add --ipc=host to runArgs
to enable shared memory transport
- https://community.rti.com/kb/communicate-between-two-docker-containers-using-rti-connext-dds-and-shared-memory

* Add --pid=host to runArgs
to simplify discovery
- https://community.rti.com/kb/communicate-between-two-docker-containers-using-rti-connext-dds-and-shared-memory

* Add to runArgs
to simplify debugging
- https://code.visualstudio.com/docs/devcontainers/create-dev-container#_use-docker-compose

* Add comments

* Comment out runArgs unintended side effects
or cross talk between containers by default
also avoids interfering with vscode's X11 forwarding",ruffsl,252,17,269
ros-planning/navigation2,9307dbc0183268117ddbe36833950088b275719d,2023-04-18T15:04:48Z,[velocity_smoother] Fix accel and deccel inverted for negative speeds (#3529),"* fix inverted accel / deccel

* handle speed through 0.0

* add applyConstraints tests

* fold logic

* same logic in findEtaConstraint

* lint

* Update nav2_velocity_smoother/src/velocity_smoother.cpp

* Update nav2_velocity_smoother/src/velocity_smoother.cpp

* findEtaConstraint tests

* space

* lint

* typos

* comment typos

---------

Co-authored-by: Guillaume Doisy <guillaume@dexory.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",doisyg,373,15,388
ros-planning/navigation2,ff4fd54076c64f6782b821c60319686413f2551b,2023-04-13T18:33:14Z,Add PoseProgressChecker (#3530),"* add rotation progress checker

* clean include

* add stopped goal checker reset test

* add rotation progress checker tests

* uncrustify

* better name: PoseProgressChecker instead of RotationProgressChecker

* camelCase

* uncrustify

* rename in tests

* more rename

* simplify parentheses

* faster and better tests

---------

Co-authored-by: Guillaume Doisy <guillaume@dexory.com>",doisyg,315,20,335
ros-planning/navigation2,312b7f02f82d6001c7666e3f907447b6a13416a4,2023-04-12T15:01:56Z,Fix State-Lattice planner crashes due to FP precision loss (#3531),"* Fix State-Lattice planner crashes due to FP precision loss

* Move testcase comment",AlexeyMerzlyakov,69,4,73
ros-planning/navigation2,b7c5751edc697f2f9cd5f30a552aa2ec62a4f270,2023-04-11T16:24:00Z,Add headless and use_rviz LaunchConfigurations to demo launch files (#3527),"* Add headless and use_rviz LaunchConfigurations
in nav2_simple_commander demo launch files
for whether to start rviz or gzclient
to simplify their use in headless environments

* Fix headless logic to match tb3_simulation_launch.py
for launch arg consistency",ruffsl,198,9,207
ros-planning/navigation2,ae887b1eb91bbce5de8f4c8787946acc9af2e384,2023-04-03T13:57:56Z,Mount overlay workspace into Dev Container via volume (#3524),"* Add volume for overlay
to avoid rebuilding it from scratch
whenever the dev container is rebuilt
this saves startup time locally when fiddling with the configs

* Append devcontainerId to volume name
to avoid conflicts with other devcontainers
note that devcontainerId is stable across rebuilds
- https://containers.dev/implementors/json_reference/#variables-in-devcontainerjson

* Call updateContentCommand from onCreateCommand
to deduplicate scripts and keep setup DRY
given the addition of a mounted overlay volume
which could include a prebuilt colcon workspace
well before the dev container is created/rebuilt

* Comment out colcon clean from setup
to avoid unintentional removal of built packages
from the persistent overlay workspace volume.
Users can uncomment the line locally
or simply remove the overlay workspace volume
if they want to rebuild packages from scratch.

* Format json",ruffsl,18,19,37
ros-planning/navigation2,3ae3c2ab76944f750c0ac80819aea8cab2ef2ff9,2023-03-31T21:40:06Z,fix data race: prohibit resizeMap() during plugin/filter initialization (#3522),Co-authored-by: Dirk Braunschweiger <dirk.braunschweiger@symovo.de>,dirkmb,12,0,12
ros-planning/navigation2,7c44c7080f0275acbe8a9f2d0adc96204d9f68fe,2023-03-30T18:11:46Z,fix data race: addFilter() and resizeMap() can be executed concurrently (#3518),Co-authored-by: Dirk Braunschweiger <dirk.braunschweiger@symovo.de>,dirkmb,8,4,12
ros-planning/navigation2,822560ce551afde513deb8be5e5c6a750f8e6fc0,2023-03-29T15:38:20Z,Improve Dev Container ergonomics (#3482),"* Install and enable bash autocompletion
by using apt durring on create command
and by copying skelton .bashrc file that sources it by default

* Edit apt for autocomplete
by disabling docker-clean from containerized ubuntu

* Add ROS2 Ament Task Provider extension
Provides tasks and problem matchers for ROS2 projects using ament

https://marketplace.visualstudio.com/items?itemName=althack.ament-task-provider

* Source underlay for extentions
to allow them to find the path to ros binaries
such as ament_cpplint needed for althack.ament-task-provider

* Target new dever stage in Dockerfile

* Reduce need for internet after image build
by installing developer dependencies earlier

* Edit apt caching before apt updating

* Source underlay systemwide
this is a hacky workarround
to ensure VS Code can run ShellExecution tasks
with the ros envorment included in PATH

otherwise, postponing this to the on-create-command
results in vscode extentions not finding system installed ros commands

this also works for all user shells
regardless of how devontainers could change the user

* Postpone bashrc setup to postCreateCommand
once the dev container has been assigned to a user for the first time

* Cleanup onCreateCommand
as we don't use ros_entrypoint.sh for development
and so it doesn't really need to be updated

* Quite down the logs when building devcontainer

* Formatting

* Add refrence ccp properties config file
generated from the vscode ROS extention
but with the hardcoded paths in includePath deleted

* Update version of cppStandard for ROS Rolling

* Update workspaceFolder to use new .vscode folder

* Mount ccache directory to volume
to speed up rebuilding devcontainer
whenever onCreateCommand is triggered
because of modifications to .devcontainer/ files

* Avoid use of containerEnv to express ccache direcotry
as doing so is not possable, for more info:
- https://stackoverflow.com/a/75759647/2577586
- https://github.com/microsoft/vscode-remote-release/issues/7147#issuecomment-1237779733

Just target a path in the temp direcotry instead

* Stage auto generated includePath

* Remove workspace install from include path
except for autogenerated headers from message packages

* Avoid hardcoded path to sorce folder

* Avoid hardcoded path to install folder
but this is still rather fragile
as the reletive path
between workspaceFolder and the colcon workspace isn't fixed

* Sort list of paths

* Remove cpp properties configuration
as it seems it's existance prevents autoupdating the includePaths property
unless user manually runs the vscode command `>ROS:Update C++ Properties`

https://github.com/ms-iot/vscode-ros/blob/47d8f14f4ec0498cd9e8381e6fcc5f47abb340f2/src/extension.ts#L71

and even when this command is invoked
it blows aways any customizated properties anyhow

issue about wrong cppStandard tracked here:
https://github.com/ms-iot/vscode-ros/issues/818

* Fix typo
to move docker-clean from loaded config path",ruffsl,55,14,69
ros-planning/navigation2,59f1d9e639f78b16fa51b6a1983f545142af34fa,2023-03-29T15:23:46Z,[Velocity smoother] Set zeros command if timeout (#3512),"* Set zeros command if timeout

* Fix lint

* Fix gtest 

increase time to allow deceleration

* Always update last_cmd_

* Revert test modif

* remove test logs

* Fix paste error

* Update velocity_smoother.cpp

* Update velocity_smoother.cpp",BriceRenaudeau,6,11,17
